"sovereign_iso3","sovereign","rcp","scenario","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff"
"ARE","United Arab Emirates","RCP85","Full Adaptation",402789.146459373,179896.141878287,36131.0206120517,11712.5881134046,30677980.1720817,10404331.3435404,30734.5094845698,12045.2734264124,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,-57.5516028575589,-69.1961946917633,-63.4570279693986,0.537740693196406
"ARE","United Arab Emirates","RCP85","Imperfect Full Adaptation",289522.980943351,157179.17681618,49444.5178345148,4679.34622449742,26089065.4180749,3605036.62717449,30734.5094845698,12045.2734264124,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,-62.9119110040208,-87.6934398551686,-87.3380856216269,0.27586649550706
"ARE","United Arab Emirates","RCP85","Imperfect Productivity Only",305615.679310266,118138.550512848,49428.8611399953,7937.91658508224,31221573.6072847,2674927.92349381,30734.5094845698,12045.2734264124,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-72.1239596489257,-79.1234836679645,-90.6048920334705,-0.108344030808729
"ARE","United Arab Emirates","RCP85","No Adaptation",423799.610794777,107187.891969656,38023.1857596917,11059.0490404621,28471497.4327422,5892234.80866449,30734.5094845698,12045.2734264124,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-74.7078833393359,-70.9149856344078,-79.3047948300449,-0.237997432605905
"ARE","United Arab Emirates","RCP85","Productivity Only",314542.303416292,118019.495536998,47957.0383295122,8924.04782980686,30689039.263101,3616371.43882014,30734.5094845698,12045.2734264124,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-72.1520519295266,-76.5299838729788,-87.2982745380251,-0.0462130937098845
"ARE","United Arab Emirates","RCP85","Range Shift Only",489368.978592224,199299.929122849,20804.428660888,7598.83436163854,18286836.9035115,5084901.97848363,30734.5094845698,12045.2734264124,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,-52.9730740551908,-80.0152611891504,-82.140377440647,0.044801026957638
"ARG","Argentina","RCP26","Full Adaptation",21690539.2843497,22156069.8892862,1588327.35204153,1475359.8039118,1641892720.86121,1469779158.63182,1515920.96230548,1527948.49651076,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,-9.52222750046733,78.2941061384228,119.629714485366,0.524261874197689
"ARG","Argentina","RCP26","Imperfect Full Adaptation",19193356.8773927,18935717.1748598,1945681.98874424,263763.429223549,1624937697.56035,-557196765.979248,1515920.96230548,1527948.49651076,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,-22.6730408766711,-68.1247484710318,-183.262145816593,0.270089858793325
"ARG","Argentina","RCP26","Imperfect Productivity Only",19194015.5319579,18598853.5771381,1947407.88811064,277800.799464897,1630065818.39171,-553105015.03229,1515920.96230548,1527948.49651076,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-24.0486760010563,-66.4283620213812,-182.650713761002,0.0192554557124519
"ARG","Argentina","RCP26","No Adaptation",24487859.5893822,25596200.9816539,827486.581506162,815828.634577827,669207790.064197,603178029.73747,1515920.96230548,1527948.49651076,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,4.52608521470053,-1.40883818407251,-9.86685470597891,-0.136200256739409
"ARG","Argentina","RCP26","Productivity Only",21614088.6969568,21732934.1031204,1603843.98552684,1479306.97110807,1656047524.08988,1456135213.64227,1515920.96230548,1527948.49651076,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-11.2501685833593,78.7711129303744,117.590894078292,0.194736842105263
"ARG","Argentina","RCP26","Range Shift Only",24538919.6603884,26009320.3084986,809604.045107092,806051.519167018,640112489.157843,605149194.093374,1515920.96230548,1527948.49651076,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,6.21312252123551,-2.59038186457705,-9.57230279173489,0.0183568677792041
"ARG","Argentina","RCP45","Full Adaptation",21630625.6574627,22491361.6233925,1585368.57489448,1489984.79282153,1638588179.84541,1483516439.58486,1515859.70942493,1539744.75732154,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,-7.74204008032451,77.4733709888942,111.765016337123,0.533761232349166
"ARG","Argentina","RCP45","Imperfect Full Adaptation",19135790.8353521,19156819.6696138,1943357.58661871,265351.949735386,1621990833.01509,-620260425.264162,1515859.70942493,1539744.75732154,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,-21.4200931512523,-68.3937008988954,-188.539267637702,0.262516046213094
"ARG","Argentina","RCP45","Imperfect Productivity Only",18918092.6046166,19698144.2222031,2045625.91731414,586903.204237332,1741073490.1609,58218754.2338979,1515859.70942493,1539744.75732154,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-19.1996184769055,-30.0934542406036,-91.6895457896521,0.0170731707317073
"ARG","Argentina","RCP45","No Adaptation",24378776.2519079,25302941.6589582,839554.004366528,850799.224213541,700548402.774497,638048551.773992,1515859.70942493,1539744.75732154,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,3.79086053172184,1.33942781387816,-8.92156070201235,-0.145186136071887
"ARG","Argentina","RCP45","Productivity Only",21205362.8484797,19576022.5040565,1629104.16714169,1494161.93465983,1601738083.41959,1062152113.02962,1515859.70942493,1539744.75732154,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-19.700553047553,77.9709139482008,51.6172342728934,0.183183568677792
"ARG","Argentina","RCP45","Range Shift Only",24469681.2061803,26428890.1935758,806998.887726389,828645.413963293,637776585.300514,611446195.139876,1515859.70942493,1539744.75732154,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,8.4094210492107,-1.2993315911186,-12.7189223873375,0.0314505776636714
"ARG","Argentina","RCP60","Full Adaptation",21710844.2797101,22463269.3371967,1586408.67830493,1462075.23235261,1639821172.05779,1456791287.78163,1515704.41248166,1526469.67863304,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,-8.1037646773337,73.2285287108557,110.911890840309,0.531707317073171
"ARG","Argentina","RCP60","Imperfect Full Adaptation",19206640.8576802,18944298.337595,1946456.71401904,270525.59542917,1624453812.65284,-600623148.177134,1515704.41248166,1526469.67863304,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,-22.4997184549768,-67.9477841920507,-186.957249763212,0.270860077021823
"ARG","Argentina","RCP60","Imperfect Productivity Only",18699871.7430244,19039871.7578731,2155230.95361632,464774.065010754,1823832464.25649,-118662562.219898,1515704.41248166,1526469.67863304,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-22.1087318452974,-44.9329790401924,-117.179774192544,0.0198973042362003
"ARG","Argentina","RCP60","No Adaptation",24444167.1177536,24871370.8142551,844015.268866613,827341.115936807,690710837.581288,609592786.615713,1515704.41248166,1526469.67863304,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,1.74767131333813,-1.97557479643667,-11.7441404639939,-0.165853658536585
"ARG","Argentina","RCP60","Productivity Only",20995183.8052,19043651.7860281,1736826.62033978,1350834.42955084,1680331773.13209,857353206.671957,1515704.41248166,1526469.67863304,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,-22.0932679183134,60.0485772449135,24.1262131739835,0.162002567394095
"ARG","Argentina","RCP60","Range Shift Only",24544226.1079146,26016624.7370773,811143.382534278,814794.485467534,639094411.661488,589754571.043459,1515704.41248166,1526469.67863304,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,6.43285415186668,-3.46211549446463,-14.6162852882626,0.030808729139923
"ARG","Argentina","RCP85","Full Adaptation",21585832.2555857,22455041.5387815,1584613.2811309,1479464.04984939,1638016935.74081,1474744982.9381,1516214.52068647,1539959.02401095,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,-6.90370883403092,54.4131675772733,79.2843927830632,0.537740693196406
"ARG","Argentina","RCP85","Imperfect Full Adaptation",19108608.8149376,19057213.0017512,1938771.13701409,272120.294508061,1620694578.7577,-637494577.05527,1516214.52068647,1539959.02401095,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,-20.9907562469292,-71.5985281012217,-177.50006236478,0.27586649550706
"ARG","Argentina","RCP85","Imperfect Productivity Only",18827706.8335994,16864933.4626482,2065258.41168793,787643.203220166,1771077981.64493,40569804.0831935,1516214.52068647,1539959.02401095,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-30.0797215885006,-17.7928778044204,-95.0679386778504,-0.108344030808729
"ARG","Argentina","RCP85","No Adaptation",24120232.1355094,22885170.54246,958120.394174945,1240488.53816396,822572985.883141,882802479.338421,1516214.52068647,1539959.02401095,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-5.12043825329189,29.4710503717199,7.32208502940511,-0.237997432605905
"ARG","Argentina","RCP85","Productivity Only",20307977.8762987,17623555.7251834,1712129.43603169,1321388.96130078,1532585361.99507,734122171.629148,1516214.52068647,1539959.02401095,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-26.9345517647889,37.9147098145903,-10.7529442094465,-0.0462130937098845
"ARG","Argentina","RCP85","Range Shift Only",24411984.8341724,26283845.6757892,806309.37945186,828123.013966299,636958355.431653,601890417.956429,1516214.52068647,1539959.02401095,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,8.97011906073067,-13.5679587867022,-26.8283266912515,0.044801026957638
"ATA","Antarctica","RCP26","Full Adaptation",251020.439380448,500227.795055912,4540.68891375987,15736.6024352977,11621164.4311244,12555186.7897939,16903.6803679096,17425.0450348596,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,118.87934549667,45.7733009482416,72.2458448482666,0.524261874197689
"ATA","Antarctica","RCP26","Imperfect Full Adaptation",249090.435663266,518682.993809835,4278.07483318954,12082.0658444082,2033489.97623971,8118154.63518982,16903.6803679096,17425.0450348596,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,126.954590143597,11.9201319125192,11.3737634619532,0.270089858793325
"ATA","Antarctica","RCP26","Imperfect Productivity Only",249090.435663266,518682.993809835,4278.07483318954,12082.0658444082,2033489.97623971,8118154.63518982,16903.6803679096,17425.0450348596,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,126.954590143597,11.9201319125192,11.3737634619532,0.0192554557124519
"ATA","Antarctica","RCP26","No Adaptation",228540.428938519,285737.385763233,10795.2569729385,13889.6113852498,7289108.65794985,8484025.78341584,16903.6803679096,17425.0450348596,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,25.0270628660198,28.6640180967267,16.3931858000602,-0.136200256739409
"ATA","Antarctica","RCP26","Productivity Only",251020.439380448,500227.795055912,4540.68891375987,15736.6024352977,11621164.4311244,12555186.7897939,16903.6803679096,17425.0450348596,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,118.87934549667,45.7733009482416,72.2458448482666,0.194736842105263
"ATA","Antarctica","RCP26","Range Shift Only",228540.428938519,285737.385763233,10795.2569729385,13889.6113852498,7289108.65794985,8484025.78341584,16903.6803679096,17425.0450348596,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,25.0270628660198,28.6640180967267,16.3931858000602,0.0183568677792041
"ATA","Antarctica","RCP45","Full Adaptation",250591.359768784,531806.643707251,4537.55215667958,16894.5105855893,11619224.9438422,13436565.5659991,16900.1800930037,18714.0210382962,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,133.346066161182,55.2096700921632,82.4080868483695,0.533761232349166
"ATA","Antarctica","RCP45","Imperfect Full Adaptation",248660.349420028,550934.733297553,4274.63732695958,13033.3674373161,2029354.84626617,8817734.38039192,16900.1800930037,18714.0210382962,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,141.739087406574,19.7373933910388,19.7051471794597,0.262516046213094
"ATA","Antarctica","RCP45","Imperfect Productivity Only",248668.010948688,550929.989866486,4276.50288362691,13033.4138107149,2160577.01159406,8186368.47505899,16900.1800930037,18714.0210382962,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,141.737006084363,19.7378194229086,11.1340397541743,0.0170731707317073
"ATA","Antarctica","RCP45","No Adaptation",227904.696426255,302492.87658718,10884.9600514951,15017.680182311,7366211.55243436,9165669.80771085,16900.1800930037,18714.0210382962,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,32.7277942624844,37.9672512463493,24.4285443401609,-0.145186136071887
"ATA","Antarctica","RCP45","Productivity Only",248592.816375459,526741.182492191,4707.27444346854,16556.459276975,10562093.7872192,12553622.8404397,16900.1800930037,18714.0210382962,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,131.123443593727,52.1039966949711,70.4216984684758,0.183183568677792
"ATA","Antarctica","RCP45","Range Shift Only",228162.567148493,306174.035993431,10781.5927609745,14805.7756244822,7282893.51501783,9074060.70536345,16900.1800930037,18714.0210382962,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,34.3430130201384,36.0204865652999,23.1849050325562,0.0314505776636714
"ATA","Antarctica","RCP60","Full Adaptation",250893.888675355,501425.030754528,4539.14670684987,15866.4570795961,11619979.7591129,12620564.3409728,16904.7458237614,17556.8970102032,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,119.820488130771,45.0826854440265,70.5133238242394,0.531707317073171
"ATA","Antarctica","RCP60","Imperfect Full Adaptation",248948.473958239,519747.368929319,4277.22765781123,12125.6379462697,2025738.0680086,8142393.73743178,16904.7458237614,17556.8970102032,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,127.852846059171,10.8766819928006,10.0098682233848,0.270860077021823
"ATA","Antarctica","RCP60","Imperfect Productivity Only",248959.608563812,519743.985588057,4279.90531539634,12126.0367771578,2209054.33804392,7800841.3273628,16904.7458237614,17556.8970102032,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,127.851362831008,10.8803288974619,5.39523807471809,0.0198973042362003
"ATA","Antarctica","RCP60","No Adaptation",228106.595075993,282350.545042855,10936.1479152641,14157.1043567068,7401512.12698294,8543065.61931585,16904.7458237614,17556.8970102032,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,23.7800884050684,29.452385487097,15.4232469358696,-0.165853658536585
"ATA","Antarctica","RCP60","Productivity Only",248883.718400001,496107.738351526,4710.44464164511,15511.7327176891,10606377.9051813,12014767.1632443,16904.7458237614,17556.8970102032,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,117.489432160543,41.8390903074616,62.3285479658039,0.162002567394095
"ATA","Antarctica","RCP60","Range Shift Only",228466.042757144,287187.310719517,10793.3852169371,13948.671390808,7287030.94819896,8510411.33696343,16904.7458237614,17556.8970102032,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,25.9004855268836,27.5464770491914,14.9820630022059,0.030808729139923
