"rcp","scenario","scenario_short","sovereign_iso3","sovereign","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff"
"RCP 6.0","Range Shift Only","Range","ARE","United Arab Emirates",26997.5826889959,5.98699390346663e-17,704920.618195545,534338992.634337,1.17064168616405,0.359426751592357,-22.1685150115168,0.780315726774673,0.0589171974522293
"RCP 8.5","Full Adaptation","Full","ARE","United Arab Emirates",26997.5826889959,0,1036859.61457885,908446196.937638,NA,0.912075471698113,-2.6457816618139,30.5271099709913,0.716603773584906
"RCP 8.5","No Adaptation","BAU","ARE","United Arab Emirates",26997.5826889959,0,1065038.19996483,695982771.042379,NA,0.195471698113208,0,0,0
"RCP 8.5","Productivity Only","Productivity","ARE","United Arab Emirates",26997.5826889959,0,992025.316315319,494129258.431113,NA,0.42611320754717,-6.85542393239245,-29.0026594062017,0.230641509433962
"RCP 8.5","Range Shift Only","Range","ARE","United Arab Emirates",26997.5826889959,0,670306.992266566,516998480.279302,NA,0.371094339622641,-37.0626337826473,-25.7167703296751,0.175622641509434
"RCP 2.6","Full Adaptation","Full","ARG","Argentina",1516638.97170763,1536300.65559731,132815825.040234,132917916970.755,1.2163883985704,0.910806030489346,81.5200930342226,144.185244398541,0.535669165333109
"RCP 2.6","No Adaptation","BAU","ARG","Argentina",1516638.97170763,1536300.65559731,73168662.9398068,54433230516.5075,0.809945545150356,0.375136865156237,0,0,0
"RCP 2.6","Productivity Only","Productivity","ARG","Argentina",1516638.97170763,1536300.65559731,132932577.122678,131438210482.716,1.05048718948179,0.758527752042449,81.6796587249886,141.466856248511,0.383390886886212
"RCP 2.6","Range Shift Only","Range","ARG","Argentina",1516638.97170763,1536300.65559731,72408727.8502814,54598811129.7079,0.912848263158573,0.441169038996041,-1.03860732039156,0.304190311008928,0.0660321738398046
"RCP 4.5","Full Adaptation","Full","ARG","Argentina",1516638.97170763,1540850.78258999,132389116.121041,132554799163.457,1.23494365099563,0.907886017229954,79.8130854824176,156.049884898833,0.558151093439364
"RCP 4.5","No Adaptation","BAU","ARG","Argentina",1516638.97170763,1540850.78258999,73625963.186081,51769130541.0388,0.765581757501972,0.34973492379059,0,0,0
"RCP 4.5","Productivity Only","Productivity","ARG","Argentina",1516638.97170763,1540850.78258999,127721244.625134,96294814623.7693,1.01921061514207,0.726888667992048,73.4731052717557,86.0081744031489,0.377153744201458
"RCP 4.5","Range Shift Only","Range","ARG","Argentina",1516638.97170763,1540850.78258999,72650516.2738269,53393531474.6059,0.908533026620487,0.44350563286945,-1.32486811722747,3.13777905209247,0.0937707090788601
"RCP 6.0","Full Adaptation","Full","ARG","Argentina",1516638.97170763,1521956.55929704,131507329.514672,131683568659.109,1.2924194376197,0.910155927728735,79.037478106158,157.862548368186,0.583945219041333
"RCP 6.0","No Adaptation","BAU","ARG","Argentina",1516638.97170763,1521956.55929704,73452402.7626755,51067349443.5054,0.707333505401268,0.326210708687402,0,0,0
"RCP 6.0","Productivity Only","Productivity","ARG","Argentina",1516638.97170763,1521956.55929704,125203638.022872,87898877216.1389,0.972534639260585,0.681709429915023,70.455469547272,72.1234373312824,0.355498721227621
"RCP 6.0","Range Shift Only","Range","ARG","Argentina",1516638.97170763,1521956.55929704,72601787.3711949,52717800231.8874,0.918959598533311,0.446745318043066,-1.15804978392457,3.23191002933854,0.120534609355664
"RCP 8.5","Full Adaptation","Full","ARG","Argentina",1516638.97170763,1516344.30705722,131275656.238665,131535569730.001,1.6199669533067,0.909209347772983,32.9654862726629,124.660218643812,0.685123361289797
"RCP 8.5","No Adaptation","BAU","ARG","Argentina",1516638.97170763,1516344.30705722,98729121.3070642,58548669864.2205,0.564075907533332,0.224085986483185,0,0,0
"RCP 8.5","Productivity Only","Productivity","ARG","Argentina",1516638.97170763,1516344.30705722,118375997.47878,69171636352.3326,0.74415961038531,0.433433759465842,19.8997782129657,18.1438220761422,0.209347772982656
"RCP 8.5","Range Shift Only","Range","ARG","Argentina",1516638.97170763,1516344.30705722,72568532.6548595,52142135373.6003,1.02594092553936,0.458838856770621,-26.4973376708589,-10.942237467525,0.234752870287436
"RCP 2.6","Full Adaptation","Full","ATA","Antarctica",16904.5407321609,18337.7076785701,1241856.6084037,1086650645.40099,1.15020865011815,0.844739530132789,-1.94945244219808,38.6412576014431,0.392236976506639
"RCP 2.6","No Adaptation","BAU","ATA","Antarctica",16904.5407321609,18337.7076785701,1266547.34658326,783785912.073028,0.889973875754884,0.452502553626149,0,0,0
"RCP 2.6","Productivity Only","Productivity","ATA","Antarctica",16904.5407321609,18337.7076785701,1241856.6084037,1086650645.40099,1.15020865011815,0.844739530132789,-1.94945244219808,38.6412576014431,0.392236976506639
"RCP 2.6","Range Shift Only","Range","ATA","Antarctica",16904.5407321609,18337.7076785701,1266547.34658326,783785912.073028,0.889973875754884,0.452502553626149,0,0,0
"RCP 4.5","Full Adaptation","Full","ATA","Antarctica",16904.5407321609,22308.1101428623,1423298.46716135,1212251459.56797,1.13259714670748,0.844739530132789,-0.886862170746473,38.0685057191416,0.452502553626149
"RCP 4.5","No Adaptation","BAU","ATA","Antarctica",16904.5407321609,22308.1101428623,1436034.11044591,878007227.827851,0.756867165362446,0.392236976506639,0,0,0
"RCP 4.5","Productivity Only","Productivity","ATA","Antarctica",16904.5407321609,22308.1101428623,1397879.23050698,1143370142.92929,1.03012311480179,0.765066394279877,-2.6569619524627,30.2233178373635,0.372829417773238
"RCP 4.5","Range Shift Only","Range","ATA","Antarctica",16904.5407321609,22308.1101428623,1425902.47753381,880160982.241963,0.888815044946752,0.451481103166496,-0.705528708434148,0.245300305720733,0.059244126659857
"RCP 6.0","Full Adaptation","Full","ATA","Antarctica",16904.5407321609,19026.1699403596,1253739.15546573,1100592686.50177,1.14830539115395,0.844739530132789,-2.68924861207112,38.9850820124082,0.457609805924413
"RCP 6.0","No Adaptation","BAU","ATA","Antarctica",16904.5407321609,19026.1699403596,1288387.08732985,791878286.911044,0.761533033895246,0.387129724208376,0,0,0
"RCP 6.0","Productivity Only","Productivity","ATA","Antarctica",16904.5407321609,19026.1699403596,1229727.32050064,1041691078.50641,1.05648602660132,0.765066394279877,-4.55296140469564,31.5468672047867,0.377936670071502
"RCP 6.0","Range Shift Only","Range","ATA","Antarctica",16904.5407321609,19026.1699403596,1279128.14109407,796714744.565732,0.893891283494144,0.452502553626149,-0.718646307994609,0.610757705398556,0.0653728294177732
"RCP 8.5","Full Adaptation","Full","ATA","Antarctica",16904.5407321609,22346.5727869374,1420593.33984621,1228006385.79689,1.19320905377944,0.848101265822785,-6.2182222735893,44.4290560812908,0.518013631937682
"RCP 8.5","No Adaptation","BAU","ATA","Antarctica",16904.5407321609,22346.5727869374,1514786.10694553,850248848.199712,0.770797743976841,0.330087633885102,0,0,0
"RCP 8.5","Productivity Only","Productivity","ATA","Antarctica",16904.5407321609,22346.5727869374,1497751.06088891,1165118441.62686,1.00178469972888,0.733203505355404,-1.12458425506516,37.0326398081981,0.403115871470302
"RCP 8.5","Range Shift Only","Range","ATA","Antarctica",16904.5407321609,22346.5727869374,1468257.38417743,915095538.52677,0.971232697085189,0.472249269717624,-3.07163648747282,7.6267895527717,0.142161635832522
"RCP 2.6","Full Adaptation","Full","ATG","Antigua and Barbuda",7130.77124874551,7698.4544711398,650229.705341306,905055370.160212,1.25875768102997,0.918622488111674,30.5120759184146,88.332832631713,0.648719128700721
"RCP 2.6","No Adaptation","BAU","ATG","Antigua and Barbuda",7130.77124874551,7698.4544711398,498214.207969365,480561651.154081,0.631288639392346,0.269903359410953,0,0,0
"RCP 2.6","Productivity Only","Productivity","ATG","Antigua and Barbuda",7130.77124874551,7698.4544711398,653179.058107722,668725111.278025,0.810527793083707,0.52669121030833,31.1040607954491,39.1549054470044,0.256787850897377
"RCP 2.6","Range Shift Only","Range","ATG","Antigua and Barbuda",7130.77124874551,7698.4544711398,472356.23471708,575046099.699145,0.833391893309927,0.412639975456358,-5.19013164190518,19.6612543506451,0.142736616045406
"RCP 4.5","Full Adaptation","Full","ATG","Antigua and Barbuda",7130.77124874551,7694.57057873803,653984.721307146,913714600.942755,1.2898164142082,0.914399570848341,35.1382599541136,62.820071491408,0.629703425549851
"RCP 4.5","No Adaptation","BAU","ATG","Antigua and Barbuda",7130.77124874551,7694.57057873803,483937.503360786,561180567.342381,0.669151712177166,0.28469614529849,0,0,0
"RCP 4.5","Productivity Only","Productivity","ATG","Antigua and Barbuda",7130.77124874551,7694.57057873803,672531.486834201,838563078.186195,0.870237609957874,0.601578665031803,38.970731171627,49.4283884699415,0.316882519733313
"RCP 4.5","Range Shift Only","Range","ATG","Antigua and Barbuda",7130.77124874551,7694.57057873803,473672.264350551,580347131.747947,0.851284475158981,0.410223005594298,-2.12119105027961,3.41540058957029,0.125526860295808
"RCP 6.0","Full Adaptation","Full","ATG","Antigua and Barbuda",7130.77124874551,7690.91691232208,653097.328800495,912380528.932035,1.46774254530305,0.916186967533963,27.0971049831186,92.1943017390245,0.672960319287743
"RCP 6.0","No Adaptation","BAU","ATG","Antigua and Barbuda",7130.77124874551,7690.91691232208,513856.966991688,474717783.345592,0.610944266582413,0.24322664824622,0,0,0
"RCP 6.0","Productivity Only","Productivity","ATG","Antigua and Barbuda",7130.77124874551,7690.91691232208,661894.071898355,664718362.79385,0.79549437729976,0.513776959091258,28.8090099806045,40.023901803135,0.270550310845038
"RCP 6.0","Range Shift Only","Range","ATG","Antigua and Barbuda",7130.77124874551,7690.91691232208,479360.657057972,581453484.216349,0.915943615700793,0.418220891856628,-6.7132124598156,22.4840325379289,0.174994243610408
"RCP 8.5","Full Adaptation","Full","ATG","Antigua and Barbuda",7130.77124874551,4598.18946687717,627598.175358467,861687767.728333,1.54689675242442,0.913879337292904,-5.37556774150948,73.1914067955799,0.740543919974992
"RCP 8.5","No Adaptation","BAU","ATG","Antigua and Barbuda",7130.77124874551,4598.18946687717,663251.720912865,497534943.373602,0.570169132295723,0.173335417317912,0,0,0
"RCP 8.5","Productivity Only","Productivity","ATG","Antigua and Barbuda",7130.77124874551,4598.18946687717,604276.243435813,422366054.975224,0.734574420895047,0.307283526101907,-8.89186949954411,-15.1082631279494,0.133948108783995
"RCP 8.5","Range Shift Only","Range","ATG","Antigua and Barbuda",7130.77124874551,4598.18946687717,490158.844445498,544133695.385258,1.01892084202921,0.44740543919975,-26.0976143762026,9.36592547564337,0.274070021881838
"RCP 2.6","Full Adaptation","Full","AUS","Australia",2136642.52211943,2230086.65111508,177439589.046108,170935774104.111,1.20159751864094,0.928797014068332,58.744761601878,244.600218601415,0.559418474147156
"RCP 2.6","No Adaptation","BAU","AUS","Australia",2136642.52211943,2230086.65111508,111776657.859814,49604081737.9241,0.765873097386788,0.369378539921176,0,0,0
"RCP 2.6","Productivity Only","Productivity","AUS","Australia",2136642.52211943,2230086.65111508,175750405.531891,147595894869.806,1.10039082520215,0.825829352961136,57.2335484858665,197.547882550488,0.45645081303996
"RCP 2.6","Range Shift Only","Range","AUS","Australia",2136642.52211943,2230086.65111508,108277016.970573,58115684081.2847,0.840085738560323,0.415172395792551,-3.13092282078257,17.1590765218281,0.0457938558713752
"RCP 4.5","Full Adaptation","Full","AUS","Australia",2136642.52211943,2235394.03546414,179173384.149898,171855860270.852,1.20379360687081,0.926747468469168,58.1903332874458,196.488909303181,0.562867428068267
"RCP 4.5","No Adaptation","BAU","AUS","Australia",2136642.52211943,2235394.03546414,113264433.057565,57963672460.7182,0.757602276358162,0.363880040400901,0,0,0
"RCP 4.5","Productivity Only","Productivity","AUS","Australia",2136642.52211943,2235394.03546414,176177058.975627,139775582733.274,1.1100616532423,0.836648279076995,55.5449086882266,141.143421041859,0.472768238676094
"RCP 4.5","Range Shift Only","Range","AUS","Australia",2136642.52211943,2235394.03546414,108826397.013393,58956724624.5672,0.843709734709129,0.415611322611556,-3.91829625979479,1.71323196355771,0.0517312822106544
"RCP 6.0","Full Adaptation","Full","AUS","Australia",2136642.52211943,2143912.62628719,176938931.463528,169148481316.312,1.21921499328645,0.927726879191595,58.4387779172857,271.576779080541,0.586571387959218
"RCP 6.0","No Adaptation","BAU","AUS","Australia",2136642.52211943,2143912.62628719,111676531.332437,45521811598.3637,0.724155402962734,0.341155491232378,0,0,0
"RCP 6.0","Productivity Only","Productivity","AUS","Australia",2136642.52211943,2143912.62628719,175134166.849872,145030473136.959,1.09140995599691,0.812720482768424,56.8227135641732,218.595565608317,0.471564991536046
"RCP 6.0","Range Shift Only","Range","AUS","Australia",2136642.52211943,2143912.62628719,107490318.2898,57133877491.7107,0.854928674353078,0.419178931861941,-3.74851635584566,25.5087956424043,0.0780234406295631
"RCP 8.5","Full Adaptation","Full","AUS","Australia",2136642.52211943,1521891.03217936,165878233.656303,157316490753.123,1.80858522696919,0.925771141703757,15.8445045340982,109.816191584513,0.719943587620329
"RCP 8.5","No Adaptation","BAU","AUS","Australia",2136642.52211943,1521891.03217936,143190420.92107,74978241462.2453,0.570612752572733,0.205827554083428,0,0,0
"RCP 8.5","Productivity Only","Productivity","AUS","Australia",2136642.52211943,1521891.03217936,153257380.93765,69692565998.909,0.740908836651964,0.394226788117172,7.03047030089345,-7.04961247457084,0.188399234033744
"RCP 8.5","Range Shift Only","Range","AUS","Australia",2136642.52211943,1521891.03217936,101357471.800984,53246741450.549,1.09267459271247,0.429588034364973,-29.2149075692327,-28.9837419335035,0.223760480281544
"RCP 2.6","Full Adaptation","Full","BEL","Belgium",9163.0734332282,9126.09245556035,748204.249930831,541477221.402977,1.21212726827499,0.924137931034483,16.7960182621439,117.696956866514,0.524317062248097
"RCP 2.6","No Adaptation","BAU","BEL","Belgium",9163.0734332282,9126.09245556035,640607.668877476,248729807.34177,0.887822636135254,0.399820868786386,0,0,0
"RCP 2.6","Productivity Only","Productivity","BEL","Belgium",9163.0734332282,9126.09245556035,681684.21611084,310072464.781413,0.904208067163067,0.634214061800269,6.4121223065189,24.662366804858,0.234393193013883
"RCP 2.6","Range Shift Only","Range","BEL","Belgium",9163.0734332282,9126.09245556035,614306.078315839,423912462.515518,1.1280340146396,0.545454545454545,-4.10572521052157,70.4309053450263,0.145633676668159
"RCP 4.5","Full Adaptation","Full","BEL","Belgium",9163.0734332282,7712.52727412504,672445.114489136,534677501.649516,1.24589484507773,0.922907488986784,19.4912552734919,169.559915773464,0.616387665198238
"RCP 4.5","No Adaptation","BAU","BEL","Belgium",9163.0734332282,7712.52727412504,562756.758182883,198352006.497455,0.69787964407379,0.306519823788546,0,0,0
"RCP 4.5","Productivity Only","Productivity","BEL","Belgium",9163.0734332282,7712.52727412504,591547.746781181,219976959.914851,0.741585324424948,0.470748898678414,5.11606270020866,10.9023114004513,0.164229074889868
"RCP 4.5","Range Shift Only","Range","BEL","Belgium",9163.0734332282,7712.52727412504,583616.374667931,420878003.357757,1.10545420571882,0.53488986784141,3.70668431462326,112.187419119028,0.228370044052863
"RCP 6.0","Full Adaptation","Full","BEL","Belgium",9163.0734332282,7672.53139575553,672621.930324477,533230966.581379,1.28107405930434,0.923167314471662,17.627421208254,147.86594666506,0.616198137937268
"RCP 6.0","No Adaptation","BAU","BEL","Belgium",9163.0734332282,7672.53139575553,571824.089498341,215128771.723504,0.689089974348698,0.306969176534394,0,0,0
"RCP 6.0","Productivity Only","Productivity","BEL","Belgium",9163.0734332282,7672.53139575553,616519.164482912,253344522.59166,0.707403965297413,0.448883666274971,7.81622806828263,17.7641282297994,0.141914489740577
"RCP 6.0","Range Shift Only","Range","BEL","Belgium",9163.0734332282,7672.53139575553,585055.459079413,419939525.798397,1.15911776822186,0.549670071409202,2.31388810371382,95.2037946547327,0.242700894874808
"RCP 8.5","Full Adaptation","Full","BEL","Belgium",9163.0734332282,7582.41525008417,662624.42676155,525684366.984703,1.45407259633169,0.922394292674439,18.3844954223098,182.831765771353,0.68975117452584
"RCP 8.5","No Adaptation","BAU","BEL","Belgium",9163.0734332282,7582.41525008417,559722.305186831,185864683.746195,0.552562118042491,0.232643118148599,0,0,0
"RCP 8.5","Productivity Only","Productivity","BEL","Belgium",9163.0734332282,7582.41525008417,589263.124071529,209818113.407129,0.593913292615492,0.30033060727336,5.27776338569149,12.8875637792729,0.0676874891247607
"RCP 8.5","Range Shift Only","Range","BEL","Belgium",9163.0734332282,7582.41525008417,581464.051911499,414325445.981266,1.15042890504923,0.537584826866191,3.88438097306326,122.917790314078,0.304941708717592
"RCP 2.6","Full Adaptation","Full","BEN","Benin",11662.8374554623,13183.6326044484,1014426.7461863,538877312.586157,1.32001156904656,0.928604868913858,20.2801143941866,326.533038477359,0.662765293383271
"RCP 2.6","No Adaptation","BAU","BEN","Benin",11662.8374554623,13183.6326044484,843386.91503217,126338938.364504,0.634016653008385,0.265839575530587,0,0,0
"RCP 2.6","Productivity Only","Productivity","BEN","Benin",11662.8374554623,13183.6326044484,922569.681012467,179900385.332768,0.796906136920401,0.519740948813982,9.38866427365384,42.3950427806606,0.253901373283396
"RCP 2.6","Range Shift Only","Range","BEN","Benin",11662.8374554623,13183.6326044484,897275.472062932,293040796.514985,0.838497678747235,0.426029962546816,6.38954151057772,131.948123285257,0.16019038701623
"RCP 4.5","Full Adaptation","Full","BEN","Benin",11662.8374554623,1418.28938876257,464453.913630307,296491703.797577,1.21278072038865,0.915112428098309,6.49843737394292,76.1060282128377,0.633780721631515
"RCP 4.5","No Adaptation","BAU","BEN","Benin",11662.8374554623,1418.28938876257,436113.360048178,168359769.853672,0.750626242283141,0.281331706466795,0,0,0
"RCP 4.5","Productivity Only","Productivity","BEN","Benin",11662.8374554623,1418.28938876257,527286.458031361,234766668.126165,1.02069062288661,0.570332926616699,20.9058254883802,39.4434479984197,0.289001220149904
"RCP 4.5","Range Shift Only","Range","BEN","Benin",11662.8374554623,1418.28938876257,404811.631649912,187824678.675127,0.860072064517156,0.443611643716228,-7.17742937175953,11.5614964539165,0.162279937249434
"RCP 6.0","Full Adaptation","Full","BEN","Benin",11662.8374554623,1337.87369957488,540855.585238491,321770673.842491,1.23658130721717,0.913748320644872,8.61619834514068,83.4571045667627,0.639408866995074
"RCP 6.0","No Adaptation","BAU","BEN","Benin",11662.8374554623,1337.87369957488,497951.128357356,175392866.142938,0.828153567940787,0.274339453649799,0,0,0
"RCP 6.0","Productivity Only","Productivity","BEN","Benin",11662.8374554623,1337.87369957488,603025.809352199,249623611.151197,1.04714071714819,0.538557993730407,21.1014043369004,42.3225565786492,0.264218540080609
"RCP 6.0","Range Shift Only","Range","BEN","Benin",11662.8374554623,1337.87369957488,466715.271099527,196922789.196359,0.966468360780638,0.450335871025526,-6.27287608743241,12.2752558452838,0.175996417375728
"RCP 8.5","Full Adaptation","Full","BEN","Benin",11662.8374554623,1330.57822659271,355775.587260469,235475330.082579,1.41391902537836,0.907260757561301,-5.08598550544366,40.1299722333036,0.696689247209236
"RCP 8.5","No Adaptation","BAU","BEN","Benin",11662.8374554623,1330.57822659271,374839.889720262,168040659.917162,0.61318358691634,0.210571510352066,0,0,0
"RCP 8.5","Productivity Only","Productivity","BEN","Benin",11662.8374554623,1330.57822659271,383937.369074878,143137521.283064,0.811687719381739,0.363419521038069,2.42703074142019,-14.8197100906257,0.152848010686003
"RCP 8.5","Range Shift Only","Range","BEN","Benin",11662.8374554623,1330.57822659271,308277.190790586,150935369.87197,1.09642112369688,0.460166014693254,-17.7576348609406,-10.1792566475422,0.249594504341189
"RCP 2.6","Full Adaptation","Full","BGD","Bangladesh",49503.5577125109,52733.5716857525,4606706.14532445,4401840758.9887,1.20001679670335,0.931929641012228,43.8971606305004,75.2357840549007,0.568299221866213
"RCP 2.6","No Adaptation","BAU","BGD","Bangladesh",49503.5577125109,52733.5716857525,3201387.80024546,2511953128.02642,0.779266585115928,0.363630419146015,0,0,0
"RCP 2.6","Productivity Only","Productivity","BGD","Bangladesh",49503.5577125109,52733.5716857525,4529518.56376764,3687480884.98243,1.08025941144052,0.810239979075394,41.4860943563399,46.7973603424518,0.44660955992938
"RCP 2.6","Range Shift Only","Range","BGD","Bangladesh",49503.5577125109,52733.5716857525,3071717.35773827,2815510014.60076,0.866297800235231,0.414176420584581,-4.0504447008027,12.0844964496943,0.0505460014385667
"RCP 4.5","Full Adaptation","Full","BGD","Bangladesh",49503.5577125109,52141.194373803,4568568.39592846,4341288210.22994,1.20377583556206,0.932839767318879,29.3461670447987,81.6382249193012,0.575753569539926
"RCP 4.5","No Adaptation","BAU","BGD","Bangladesh",49503.5577125109,52141.194373803,3532047.76013668,2390074122.42589,0.771909384973049,0.357086197778953,0,0,0
"RCP 4.5","Productivity Only","Productivity","BGD","Bangladesh",49503.5577125109,52141.194373803,4214540.05808821,2785388345.69713,1.09631405032932,0.825819672131147,19.3228502075838,16.5398311107612,0.468733474352195
"RCP 4.5","Range Shift Only","Range","BGD","Bangladesh",49503.5577125109,52141.194373803,3052724.86455438,2811928490.43607,0.868119121416588,0.412281861448969,-13.5706799039364,17.6502629793762,0.0551956636700158
"RCP 6.0","Full Adaptation","Full","BGD","Bangladesh",49503.5577125109,52868.4361247557,4611893.3756134,4411142488.36655,1.22025612827897,0.930633177723716,27.4387087314484,100.474016550382,0.604904990466171
"RCP 6.0","No Adaptation","BAU","BGD","Bangladesh",49503.5577125109,52868.4361247557,3618910.94277489,2200356217.86326,0.722197564095957,0.325728187257545,0,0,0
"RCP 6.0","Productivity Only","Productivity","BGD","Bangladesh",49503.5577125109,52868.4361247557,4195669.6583488,2835878997.22298,1.07565928739872,0.796699322769413,15.9373558701522,28.882722451952,0.470971135511868
"RCP 6.0","Range Shift Only","Range","BGD","Bangladesh",49503.5577125109,52868.4361247557,3097517.93368286,2838030982.96596,0.874069463923486,0.410480636465251,-14.4074562026175,28.9805241499457,0.084752449207706
"RCP 8.5","Full Adaptation","Full","BGD","Bangladesh",49503.5577125109,33548.2587484675,4454299.04820916,4238359534.21062,1.91919054753786,0.933784052495526,1.38040794052837,70.926244451191,0.751441638496719
"RCP 8.5","No Adaptation","BAU","BGD","Bangladesh",49503.5577125109,33548.2587484675,4393648.77168588,2479642343.87711,0.538853333911803,0.182342413998807,0,0,0
"RCP 8.5","Productivity Only","Productivity","BGD","Bangladesh",49503.5577125109,33548.2587484675,3920618.26694895,1403507737.99375,0.726409678368683,0.360973023132498,-10.7662339280575,-43.3987832374541,0.178630609133691
"RCP 8.5","Range Shift Only","Range","BGD","Bangladesh",49503.5577125109,33548.2587484675,3088185.77531019,2808045107.38167,1.18080888765244,0.419964207595944,-29.712502391828,13.2439569083612,0.237621793597137
"RCP 2.6","Full Adaptation","Full","BGR","Bulgaria",34854.0814730947,36493.1309935009,2828964.34875916,1469819333.16401,1.22967059005167,0.930204890945142,24.0692193764168,96.0185693455178,0.613350958360873
"RCP 2.6","No Adaptation","BAU","BGR","Bulgaria",34854.0814730947,36493.1309935009,2280150.03477719,749836782.337283,0.726319659011638,0.31685393258427,0,0,0
"RCP 2.6","Productivity Only","Productivity","BGR","Bulgaria",34854.0814730947,36493.1309935009,2472876.66872005,989239882.552889,0.852506938401508,0.587177792465301,8.45236633569538,31.9273615078434,0.270323859881031
"RCP 2.6","Range Shift Only","Range","BGR","Bulgaria",34854.0814730947,36493.1309935009,2443645.13015091,967495866.646203,0.980125037445903,0.490284203569068,7.17036567243661,29.0275283149573,0.173430270984798
"RCP 4.5","Full Adaptation","Full","BGR","Bulgaria",34854.0814730947,34816.2521325048,2714683.80443699,1434362096.23506,1.2778800495594,0.929761904761905,23.6647931575333,150.550613854357,0.682671957671958
"RCP 4.5","No Adaptation","BAU","BGR","Bulgaria",34854.0814730947,34816.2521325048,2195195.36249806,572483968.077143,0.579987983918263,0.247089947089947,0,0,0
"RCP 4.5","Productivity Only","Productivity","BGR","Bulgaria",34854.0814730947,34816.2521325048,2371545.18297049,741097308.2161,0.695208515534777,0.444312169312169,8.03344538190665,29.4529365958132,0.197222222222222
"RCP 4.5","Range Shift Only","Range","BGR","Bulgaria",34854.0814730947,34816.2521325048,2320766.71903567,927637804.124889,0.991218954451308,0.490079365079365,5.72028160603957,62.03734180376,0.242989417989418
"RCP 6.0","Full Adaptation","Full","BGR","Bulgaria",34854.0814730947,34840.9878026657,2706564.35783898,1431076890.52929,1.33160237586058,0.930325149303251,21.7703336516934,122.434279367178,0.692634372926344
"RCP 6.0","No Adaptation","BAU","BGR","Bulgaria",34854.0814730947,34840.9878026657,2222679.59417826,643370659.684598,0.577899110645983,0.237690776376908,0,0,0
"RCP 6.0","Productivity Only","Productivity","BGR","Bulgaria",34854.0814730947,34840.9878026657,2514340.92035796,895189521.694204,0.653388635956139,0.410351692103517,13.1220589302942,39.1405573473084,0.172660915726609
"RCP 6.0","Range Shift Only","Range","BGR","Bulgaria",34854.0814730947,34840.9878026657,2326266.32076178,922395994.238129,1.00990861126952,0.493165228931652,4.66044349598723,43.3692973643402,0.255474452554744
"RCP 8.5","Full Adaptation","Full","BGR","Bulgaria",34854.0814730947,29977.9401815543,2666793.01708654,1400658850.02981,1.45060059569258,0.93048128342246,20.4839082410191,147.690320490822,0.757486631016043
"RCP 8.5","No Adaptation","BAU","BGR","Bulgaria",34854.0814730947,29977.9401815543,2213401.81939634,565487923.490215,0.510585677286052,0.172994652406417,0,0,0
"RCP 8.5","Productivity Only","Productivity","BGR","Bulgaria",34854.0814730947,29977.9401815543,2381870.15972524,695214388.610604,0.574310140114246,0.251069518716578,7.61128588820118,22.9406252072921,0.0780748663101604
"RCP 8.5","Range Shift Only","Range","BGR","Bulgaria",34854.0814730947,29977.9401815543,2304239.47085534,907951136.103764,1.11670395716601,0.511497326203209,4.10398377117883,60.5606589261626,0.338502673796791
"RCP 2.6","Full Adaptation","Full","BHR","Bahrain",2398.1531911472,1912.22226252545,189196.878272165,157732967.558643,1.20695552201546,0.952856457033125,57.1928309714305,53.5638742129079,0.660393662986078
"RCP 2.6","No Adaptation","BAU","BHR","Bahrain",2398.1531911472,1912.22226252545,120359.737211267,102714892.006407,0.66095264012957,0.292462794047048,0,0,0
"RCP 2.6","Productivity Only","Productivity","BHR","Bahrain",2398.1531911472,1912.22226252545,189074.833674055,156174748.646497,1.07609357371366,0.822371579452712,57.0914311171787,52.0468411111749,0.529908785405665
"RCP 2.6","Range Shift Only","Range","BHR","Bahrain",2398.1531911472,1912.22226252545,120035.990813521,102945150.952685,0.689345870356391,0.317138742198752,-0.26898230691348,0.224172894290384,0.0246759481517043
"RCP 4.5","Full Adaptation","Full","BHR","Bahrain",2398.1531911472,3811.14089347789,273729.124922498,211643497.468195,1.21825466273449,0.948854174926651,25.3203552374403,93.8557241618395,0.664261359130917
"RCP 4.5","No Adaptation","BAU","BHR","Bahrain",2398.1531911472,3811.14089347789,218423.51500191,109175779.24679,0.662689402487406,0.284592815795734,0,0,0
"RCP 4.5","Productivity Only","Productivity","BHR","Bahrain",2398.1531911472,3811.14089347789,247768.254727801,142318599.393248,1.06179367899197,0.804456426928872,13.4347896221862,30.357301202806,0.519863611133138
"RCP 4.5","Range Shift Only","Range","BHR","Bahrain",2398.1531911472,3811.14089347789,184163.766357493,140876855.570588,0.730752872606765,0.337483149631274,-15.6850093013645,29.0367300719134,0.0528903338355404
"RCP 6.0","Full Adaptation","Full","BHR","Bahrain",2398.1531911472,0,135262.928794688,109124492.615276,NA,0.9444140696191,17.5097858439517,71.4217565612639,0.67058501913614
"RCP 6.0","No Adaptation","BAU","BHR","Bahrain",2398.1531911472,0,115107.799595782,63658484.6663128,NA,0.27382905048296,0,0,0
"RCP 6.0","Productivity Only","Productivity","BHR","Bahrain",2398.1531911472,0,117988.73992366,63418695.5664686,NA,0.771277565154,2.50281939016703,-0.376680502373081,0.497448514671041
